Ens_ID	ActA_wt_96h_rep1	ActA_wt_96h_rep2	ActA_BADC_96h_rep1	ActA_BADC_96h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_BADC_120h_rep1	ActA_BADC_120h_rep2
ENSMUSG00000106725	0	0	0	0	0	0	0	0
ENSMUSG00000106726	0	0	0	0	0	0	0	0
ENSMUSG00000106729	1	0	0	0	0	0	0	0
ENSMUSG00000106730	0	0	0	0	0	0	0	0
ENSMUSG00000106732	1	0	0	0	0	0	1	0
ENSMUSG00000106733	0	0	0	0	0	0	0	0
ENSMUSG00000106734	24	29	39	29	6	5	2	3
ENSMUSG00000106735	1	1	0	0	8	4	4	1
ENSMUSG00000106736	29	40	25	20	0	1	1	0
ENSMUSG00000106737	0	0	0	0	0	0	0	1
ENSMUSG00000106738	0	0	0	0	0	0	0	0
ENSMUSG00000106739	0	0	0	0	0	0	0	0
ENSMUSG00000106740	0	0	0	0	0	0	0	0
ENSMUSG00000106741	0	0	0	0	0	0	0	0
ENSMUSG00000106742	0	0	0	0	0	0	0	0
ENSMUSG00000106743	0	0	2	1	2	0	0	0
ENSMUSG00000106745	0	0	0	0	0	0	0	0
ENSMUSG00000106746	1	0	0	0	0	1	0	1
ENSMUSG00000106747	0	0	0	0	0	0	0	0
ENSMUSG00000106749	0	0	0	0	0	0	0	0
ENSMUSG00000106750	0	0	0	0	0	0	0	0
ENSMUSG00000106751	5	9	5	6	5	3	2	5
ENSMUSG00000106752	0	0	0	0	0	0	0	0
ENSMUSG00000106753	0	0	0	0	0	0	0	0
ENSMUSG00000106754	0	0	0	0	1	1	0	0
ENSMUSG00000106755	29	33	32	21	4	7	4	9
ENSMUSG00000106756	0	0	0	0	0	0	0	0
ENSMUSG00000106757	2	2	5	3	5	3	8	6
ENSMUSG00000106758	0	1	0	0	1	0	0	0
ENSMUSG00000106759	0	0	0	0	0	0	0	0
ENSMUSG00000106760	2	0	0	0	4	1	3	1
ENSMUSG00000106762	0	0	0	0	0	0	0	0
ENSMUSG00000106763	0	0	0	0	0	0	0	0
ENSMUSG00000106764	0	0	0	0	1	0	0	0
ENSMUSG00000106766	0	0	0	0	0	0	0	0
ENSMUSG00000106767	1	2	0	0	1	0	1	0
ENSMUSG00000106768	0	0	0	0	0	0	0	0
ENSMUSG00000106771	0	0	0	0	0	0	0	0
ENSMUSG00000106772	0	0	0	0	0	0	0	0
ENSMUSG00000106773	1	0	0	0	0	0	0	0
ENSMUSG00000106775	0	0	0	0	2	0	0	0
ENSMUSG00000106776	0	0	0	0	0	0	0	0
ENSMUSG00000106777	0	0	0	0	0	0	0	0
ENSMUSG00000106779	0	0	0	0	0	0	0	0
ENSMUSG00000106780	0	0	0	0	0	0	0	0
ENSMUSG00000106783	0	0	0	0	0	0	0	0
ENSMUSG00000106784	0	0	0	0	0	0	0	0
ENSMUSG00000106785	0	0	0	0	0	0	1	0
ENSMUSG00000106786	0	0	0	0	0	0	0	0
ENSMUSG00000106788	0	0	0	0	0	0	0	0
ENSMUSG00000106791	7	4	2	2	1	2	1	2
ENSMUSG00000106794	0	0	0	0	0	0	0	0
ENSMUSG00000106795	0	0	1	0	0	0	0	0
ENSMUSG00000106798	0	0	0	0	0	0	0	1
ENSMUSG00000106799	0	0	0	0	4	1	0	1
ENSMUSG00000106800	0	0	0	0	0	0	0	0
ENSMUSG00000106801	0	0	0	0	0	0	0	0
ENSMUSG00000106802	0	0	0	0	0	1	0	0
ENSMUSG00000106803	0	3	3	1	1	0	0	1
ENSMUSG00000106805	0	0	0	0	0	0	0	0
ENSMUSG00000106806	0	0	0	0	0	0	0	0
ENSMUSG00000106807	0	0	0	0	0	0	0	0
ENSMUSG00000106808	0	0	0	0	0	0	0	0
ENSMUSG00000106810	0	0	0	0	0	0	0	0
ENSMUSG00000106812	0	0	0	0	0	0	0	0
ENSMUSG00000106813	2	5	4	6	0	0	0	1
ENSMUSG00000106814	0	0	0	0	0	0	0	0
ENSMUSG00000106815	0	2	0	0	0	2	1	0
ENSMUSG00000106817	0	0	0	0	0	0	0	0
ENSMUSG00000106818	0	0	0	0	0	1	0	1
ENSMUSG00000106819	0	0	0	0	0	0	0	0
ENSMUSG00000106820	56	57	63	37	10	10	6	11
ENSMUSG00000106821	0	0	0	0	0	0	0	0
ENSMUSG00000106822	0	0	0	0	0	0	0	0
ENSMUSG00000106824	0	0	0	0	0	0	0	0
ENSMUSG00000106825	4	12	4	4	8	14	5	17
ENSMUSG00000106826	0	0	0	0	0	0	0	0
ENSMUSG00000106827	32	39	42	29	0	0	0	1
ENSMUSG00000106828	0	0	0	0	0	0	0	0
ENSMUSG00000106829	0	0	0	0	0	0	0	0
ENSMUSG00000106831	27	34	40	22	10	9	12	15
ENSMUSG00000106832	0	2	0	1	0	1	2	1
ENSMUSG00000106833	0	0	0	0	0	0	0	0
ENSMUSG00000106834	1	3	3	1	0	0	0	0
ENSMUSG00000106835	0	0	0	0	0	0	0	0
ENSMUSG00000106836	0	3	2	3	0	0	1	0
ENSMUSG00000106837	0	0	0	0	0	1	0	0
ENSMUSG00000106838	0	0	0	1	5	8	0	0
ENSMUSG00000106839	0	0	0	0	0	0	0	2
ENSMUSG00000106840	0	0	0	0	0	0	0	0
ENSMUSG00000106841	0	0	0	0	0	0	0	0
ENSMUSG00000106843	0	1	0	0	0	0	0	0
ENSMUSG00000106845	0	1	0	0	1	0	0	0
ENSMUSG00000106846	0	1	1	0	0	0	0	0
ENSMUSG00000106847	129	145	131	101	19	23	52	43
ENSMUSG00000106849	0	0	0	0	0	0	0	0
ENSMUSG00000106851	0	0	0	0	0	0	0	0
ENSMUSG00000106853	2	1	1	0	1	1	0	0
ENSMUSG00000106854	0	0	0	0	0	0	0	0
ENSMUSG00000106855	0	0	0	0	0	0	0	0
ENSMUSG00000106856	0	0	0	0	0	0	0	0
ENSMUSG00000106858	1	3	3	2	0	0	2	4
ENSMUSG00000106859	0	0	0	0	0	0	0	0
ENSMUSG00000106860	0	0	0	0	0	0	0	0
ENSMUSG00000106862	0	0	0	0	1	0	0	0
ENSMUSG00000106863	0	1	0	0	0	0	0	0
ENSMUSG00000106864	4626	5251	4755	3382	2053	1994	2999	2959
ENSMUSG00000106865	0	0	0	0	0	0	0	0
ENSMUSG00000106866	0	0	0	0	0	0	0	0
ENSMUSG00000106867	0	0	0	0	0	0	0	0
ENSMUSG00000106868	0	1	1	1	0	0	1	0
ENSMUSG00000106869	0	0	0	0	0	0	0	1
ENSMUSG00000106870	55	49	66	25	54	60	64	60
ENSMUSG00000106871	1	2	2	0	1	0	0	0
ENSMUSG00000106872	0	0	0	0	0	0	0	0
ENSMUSG00000106873	0	0	0	0	0	0	0	0
ENSMUSG00000106874	1	4	2	0	1	1	3	1
ENSMUSG00000106875	0	0	0	0	0	0	0	0
ENSMUSG00000106876	0	0	0	0	0	0	0	0
ENSMUSG00000106878	0	0	0	0	0	0	0	0
ENSMUSG00000106879	0	0	0	0	0	0	0	0
ENSMUSG00000106880	0	0	0	0	0	0	0	0
ENSMUSG00000106883	2	1	2	1	1	0	1	1
ENSMUSG00000106884	4	5	8	5	0	0	0	0
ENSMUSG00000106885	6	15	19	16	0	1	0	0
ENSMUSG00000106887	10	12	16	15	10	13	5	8
ENSMUSG00000106888	0	0	0	0	0	0	0	0
ENSMUSG00000106889	3	4	12	3	0	1	0	1
ENSMUSG00000106891	1	0	0	0	0	0	0	0
ENSMUSG00000106893	0	0	0	0	0	0	0	0
ENSMUSG00000106894	0	0	0	0	0	0	0	0
ENSMUSG00000106895	24	22	31	16	5	6	6	4
ENSMUSG00000106896	1	5	1	2	0	0	0	1
ENSMUSG00000106897	0	0	0	0	0	0	0	0
ENSMUSG00000106898	0	0	0	0	0	0	0	0
ENSMUSG00000106899	0	0	0	0	0	0	0	0
ENSMUSG00000106900	0	0	0	0	0	0	0	0
ENSMUSG00000106902	0	0	0	0	0	0	0	0
ENSMUSG00000106904	8	14	13	6	12	16	12	16
ENSMUSG00000106905	0	0	0	0	0	0	0	0
ENSMUSG00000106906	0	0	0	0	0	0	0	0
ENSMUSG00000106909	1	0	1	0	0	0	0	0
ENSMUSG00000106910	0	0	0	0	0	0	0	0
ENSMUSG00000106912	0	0	0	0	0	0	0	0
ENSMUSG00000106913	0	0	0	0	0	0	0	0
ENSMUSG00000106914	1	0	0	0	0	0	0	0
ENSMUSG00000106915	9	10	8	3	3	6	6	8
ENSMUSG00000106916	0	0	0	0	0	0	0	0
ENSMUSG00000106917	51	55	69	53	5	6	9	5
ENSMUSG00000106918	902	1011	790	520	564	586	522	467
ENSMUSG00000106924	0	0	0	0	0	0	0	0
ENSMUSG00000106925	4	5	5	5	0	1	0	0
ENSMUSG00000106926	145	183	152	128	35	30	41	32
ENSMUSG00000106927	9	7	2	1	7	2	3	1
ENSMUSG00000106928	55	72	56	27	56	51	95	64
ENSMUSG00000106930	98	131	131	82	7	4	4	4
ENSMUSG00000106932	0	0	0	0	0	0	0	0
ENSMUSG00000106933	0	0	0	0	0	0	0	0
ENSMUSG00000106934	0	0	0	0	0	0	0	0
ENSMUSG00000106935	0	0	0	0	0	0	0	0
ENSMUSG00000106936	2	2	1	2	0	0	0	0
ENSMUSG00000106938	0	0	0	0	0	0	0	0
ENSMUSG00000106939	0	0	0	0	0	0	0	0
ENSMUSG00000106940	0	5	0	0	2	0	0	2
ENSMUSG00000106943	469	545	534	336	612	594	566	532
ENSMUSG00000106944	3	5	2	0	24	22	13	9
ENSMUSG00000106945	0	0	0	0	0	0	0	0
ENSMUSG00000106946	0	0	0	1	0	1	1	0
ENSMUSG00000106947	1	1	2	0	6	4	8	8
ENSMUSG00000106948	0	0	0	0	0	0	1	0
ENSMUSG00000106950	0	0	0	0	0	0	0	0
ENSMUSG00000106951	23	36	17	12	22	16	13	12
ENSMUSG00000106954	0	0	0	0	0	0	0	0
ENSMUSG00000106955	0	0	0	0	0	0	0	0
ENSMUSG00000106956	1	8	7	7	0	0	0	0
ENSMUSG00000106957	0	0	0	0	0	0	0	0
ENSMUSG00000106958	0	0	0	0	0	0	0	0
ENSMUSG00000106959	2	0	2	0	1	1	0	0
ENSMUSG00000106960	0	0	0	0	0	0	0	0
ENSMUSG00000106961	0	0	0	0	0	2	1	0
ENSMUSG00000106962	2	0	0	3	3	2	6	4
ENSMUSG00000106963	2	7	3	0	1	0	2	3
ENSMUSG00000106965	0	0	0	0	0	0	0	0
ENSMUSG00000106967	0	0	0	1	0	0	0	0
ENSMUSG00000106968	10	14	17	8	3	1	0	1
ENSMUSG00000106969	0	0	3	0	0	1	1	0
ENSMUSG00000106970	0	0	0	0	0	0	0	0
ENSMUSG00000106971	0	1	4	3	0	0	0	0
ENSMUSG00000106973	0	0	0	0	0	0	0	0
ENSMUSG00000106974	0	0	0	0	0	0	0	0
ENSMUSG00000106975	0	0	0	0	0	0	0	0
ENSMUSG00000106976	0	0	0	0	0	0	0	0
ENSMUSG00000106978	30	29	21	14	36	38	30	31
ENSMUSG00000106980	0	0	0	0	0	0	0	0
ENSMUSG00000106981	9	10	8	7	4	13	7	14
ENSMUSG00000106982	0	0	0	0	0	0	0	0
ENSMUSG00000106985	0	0	0	0	0	0	0	0
ENSMUSG00000106986	0	0	0	0	0	0	1	0
ENSMUSG00000106987	0	0	0	0	1	1	0	0
ENSMUSG00000106988	16	24	22	26	13	14	11	11
ENSMUSG00000106989	0	0	0	0	0	0	0	0
ENSMUSG00000106990	39	37	37	17	34	40	37	40
ENSMUSG00000106991	0	0	0	0	0	0	0	0
ENSMUSG00000106992	0	1	0	1	1	0	0	2
ENSMUSG00000106993	0	0	0	0	0	2	1	1
ENSMUSG00000106994	4	5	6	2	2	1	2	0
ENSMUSG00000106995	1	4	0	0	0	0	0	0
ENSMUSG00000106996	0	0	0	0	0	0	0	0
ENSMUSG00000106999	0	0	0	0	0	0	0	0
ENSMUSG00000107000	72	47	55	55	99	86	102	98
ENSMUSG00000107002	611	652	483	341	321	284	302	284
ENSMUSG00000107004	0	0	0	0	0	0	0	0
ENSMUSG00000107005	0	0	1	1	0	0	1	0
ENSMUSG00000107006	1	0	2	1	0	0	0	0
ENSMUSG00000107008	5	7	6	2	3	4	8	7
ENSMUSG00000107009	0	0	0	0	0	0	0	0
ENSMUSG00000107010	0	1	0	0	0	0	0	0
ENSMUSG00000107012	0	0	0	0	0	0	0	0
ENSMUSG00000107013	0	0	0	0	0	0	0	0
ENSMUSG00000107014	0	0	0	0	0	0	0	0
ENSMUSG00000107015	1	2	0	0	1	1	1	0
ENSMUSG00000107017	1	1	2	1	1	0	0	0
ENSMUSG00000107018	0	1	2	3	0	0	0	0
ENSMUSG00000107019	11	9	11	5	9	11	19	17
ENSMUSG00000107020	7	10	10	6	0	1	3	0
ENSMUSG00000107021	3	1	4	0	0	0	4	2
ENSMUSG00000107022	0	0	0	0	0	0	1	0
ENSMUSG00000107026	45	50	56	29	0	1	0	0
ENSMUSG00000107027	0	0	0	0	0	0	0	0
ENSMUSG00000107028	2	5	0	0	0	1	0	1
ENSMUSG00000107029	1	2	0	1	0	0	0	0
ENSMUSG00000107030	0	1	2	0	0	0	0	0
ENSMUSG00000107031	0	0	0	0	0	0	0	0
ENSMUSG00000107032	0	0	0	0	0	0	0	0
ENSMUSG00000107033	0	0	0	0	0	0	0	0
ENSMUSG00000107034	0	0	0	0	0	0	0	0
ENSMUSG00000107035	81	116	112	100	8	9	17	12
ENSMUSG00000107036	0	0	0	0	0	0	0	0
ENSMUSG00000107037	0	0	0	0	0	0	0	0
ENSMUSG00000107040	0	0	0	2	0	0	0	0
ENSMUSG00000107041	3	1	0	0	2	6	0	1
ENSMUSG00000107042	0	0	0	0	0	0	0	0
ENSMUSG00000107043	3	2	0	0	3	2	1	1
ENSMUSG00000107044	0	0	0	0	0	0	0	0
ENSMUSG00000107045	2	1	1	3	0	5	3	0
ENSMUSG00000107046	0	0	0	0	0	0	0	0
ENSMUSG00000107047	0	0	1	0	0	0	0	0
ENSMUSG00000107048	0	0	0	0	1	0	0	0
ENSMUSG00000107049	0	0	0	0	0	0	0	0
ENSMUSG00000107050	1	2	0	0	2	1	0	0
ENSMUSG00000107053	0	0	0	0	0	0	0	0
ENSMUSG00000107054	0	0	0	0	0	1	0	1
ENSMUSG00000107056	0	0	0	0	0	0	0	0
ENSMUSG00000107058	0	0	0	0	0	0	0	0
ENSMUSG00000107059	0	0	0	0	0	0	0	0
ENSMUSG00000107060	0	0	0	0	0	0	0	0
ENSMUSG00000107061	0	0	0	0	0	0	1	1
ENSMUSG00000107062	0	0	0	0	0	0	0	0
ENSMUSG00000107063	0	0	0	0	0	0	0	0
ENSMUSG00000107064	0	0	0	0	0	0	0	0
ENSMUSG00000107065	0	0	0	0	0	1	0	0
ENSMUSG00000107066	6	8	8	3	0	1	1	3
ENSMUSG00000107067	0	0	0	0	0	0	0	0
ENSMUSG00000107068	0	0	0	0	0	0	0	0
ENSMUSG00000107069	0	0	0	0	0	0	0	0
ENSMUSG00000107070	0	0	0	0	0	0	0	0
ENSMUSG00000107072	0	0	0	0	0	0	0	0
ENSMUSG00000107073	0	0	0	0	0	0	0	0
ENSMUSG00000107074	0	0	0	0	0	0	0	0
ENSMUSG00000107075	0	0	0	0	0	0	0	0
ENSMUSG00000107076	4	2	0	0	4	1	2	1
ENSMUSG00000107078	0	0	0	1	0	0	0	0
ENSMUSG00000107079	0	0	0	0	0	0	0	0
ENSMUSG00000107081	0	0	0	1	0	0	0	0
ENSMUSG00000107082	0	1	0	0	0	0	0	0
ENSMUSG00000107083	0	1	1	1	0	1	0	0
ENSMUSG00000107084	0	0	0	0	0	0	0	0
ENSMUSG00000107085	0	1	0	0	0	1	0	0
ENSMUSG00000107086	5	12	6	11	5	3	2	4
ENSMUSG00000107087	1	0	0	0	0	0	0	0
ENSMUSG00000107089	0	0	0	0	0	0	0	0
ENSMUSG00000107090	1	0	1	4	2	0	2	3
ENSMUSG00000107091	0	0	0	0	0	0	1	0
ENSMUSG00000107092	2636	2776	2296	1949	999	978	1218	1087
ENSMUSG00000107093	0	0	0	0	0	0	0	0
ENSMUSG00000107094	3	3	4	3	5	2	2	3
ENSMUSG00000107096	73	98	38	33	67	76	33	28
ENSMUSG00000107097	0	0	0	0	0	0	0	0
ENSMUSG00000107098	0	0	0	0	0	0	0	0
ENSMUSG00000107100	0	0	0	0	0	0	0	0
ENSMUSG00000107102	0	0	0	0	0	0	0	0
ENSMUSG00000107103	0	0	0	0	0	0	0	0
ENSMUSG00000107105	0	0	0	0	0	0	0	0
ENSMUSG00000107106	0	0	0	0	0	0	0	0
ENSMUSG00000107108	0	0	2	1	1	2	4	4
ENSMUSG00000107109	0	0	0	0	0	0	0	0
ENSMUSG00000107110	0	0	0	0	0	0	0	0
ENSMUSG00000107111	0	0	0	0	0	0	0	0
ENSMUSG00000107112	0	1	0	0	0	0	0	0
ENSMUSG00000107113	0	0	0	0	0	0	0	0
ENSMUSG00000107114	0	0	0	0	0	0	0	0
ENSMUSG00000107115	0	0	0	0	2	0	0	0
ENSMUSG00000107116	0	0	0	0	1	2	0	0
ENSMUSG00000107117	0	0	0	0	0	0	0	0
ENSMUSG00000107118	4	12	6	1	1	6	5	4
ENSMUSG00000107120	5	5	6	7	11	4	0	6
ENSMUSG00000107121	43	58	51	30	22	17	17	20
ENSMUSG00000107122	0	0	0	0	0	0	0	0
ENSMUSG00000107123	0	0	0	0	0	0	0	0
ENSMUSG00000107125	0	0	0	0	0	0	0	0
ENSMUSG00000107126	0	0	0	0	0	0	0	0
ENSMUSG00000107127	6	6	10	7	2	0	0	0
ENSMUSG00000107128	0	0	0	0	1	0	0	0
ENSMUSG00000107129	0	0	0	0	0	0	0	0
ENSMUSG00000107130	0	0	0	0	0	0	0	0
ENSMUSG00000107131	0	0	0	0	0	0	0	0
ENSMUSG00000107132	0	0	0	0	0	0	0	0
ENSMUSG00000107133	0	1	3	0	0	0	0	0
ENSMUSG00000107134	0	0	4	0	1	1	0	0
ENSMUSG00000107135	0	0	0	0	0	0	0	0
ENSMUSG00000107136	0	0	0	0	0	0	0	0
ENSMUSG00000107139	0	0	0	0	0	0	0	0
ENSMUSG00000107140	0	0	0	0	0	0	0	0
ENSMUSG00000107141	0	0	0	0	0	0	0	0
ENSMUSG00000107142	80	91	18	18	16	13	3	0
ENSMUSG00000107143	11	18	9	13	15	15	10	7
ENSMUSG00000107144	0	0	0	0	0	0	0	0
ENSMUSG00000107145	6	10	13	11	4	1	2	2
ENSMUSG00000107148	1	1	0	0	0	0	0	0
ENSMUSG00000107149	1	4	6	2	0	0	0	0
ENSMUSG00000107151	0	2	0	1	0	1	1	0
ENSMUSG00000107152	0	0	0	0	0	0	0	0
ENSMUSG00000107153	0	0	0	0	0	0	0	0
ENSMUSG00000107154	0	2	0	0	0	0	0	1
ENSMUSG00000107155	0	0	0	0	0	0	0	0
ENSMUSG00000107157	0	0	0	0	0	0	0	0
ENSMUSG00000107158	0	1	0	0	1	0	0	0
ENSMUSG00000107159	0	0	0	0	0	0	0	0
ENSMUSG00000107160	14	22	28	19	0	0	2	1
ENSMUSG00000107161	0	0	0	0	0	0	0	0
ENSMUSG00000107162	0	0	0	0	0	0	0	0
ENSMUSG00000107163	0	0	0	0	0	0	1	0
ENSMUSG00000107164	4	3	3	4	5	3	2	2
ENSMUSG00000107165	1	5	3	3	2	1	5	1
ENSMUSG00000107167	1	0	0	1	0	0	0	0
ENSMUSG00000107168	0	0	0	0	0	0	0	0
ENSMUSG00000107171	13	14	6	9	9	5	3	6
ENSMUSG00000107172	0	0	0	0	0	0	0	0
ENSMUSG00000107173	4	4	1	0	0	2	6	5
ENSMUSG00000107176	387	444	424	354	184	175	232	227
ENSMUSG00000107177	0	0	0	0	0	0	0	0
ENSMUSG00000107178	6	8	6	5	10	14	19	17
ENSMUSG00000107179	0	0	0	0	0	0	0	0
ENSMUSG00000107180	0	0	0	0	0	0	0	0
ENSMUSG00000107181	5	5	1	1	0	0	0	0
ENSMUSG00000107182	40	27	33	20	25	21	30	25
ENSMUSG00000107183	0	0	0	0	0	0	0	0
ENSMUSG00000107184	0	0	0	0	0	0	0	0
ENSMUSG00000107185	1	2	0	0	0	0	0	0
ENSMUSG00000107187	0	0	1	0	0	0	0	0
ENSMUSG00000107189	0	0	1	0	0	0	0	0
ENSMUSG00000107191	6	9	6	8	1	1	1	0
ENSMUSG00000107192	1	1	0	0	0	0	0	0
ENSMUSG00000107193	0	0	0	0	0	0	0	0
ENSMUSG00000107194	5	3	4	5	6	6	5	6
ENSMUSG00000107195	1	1	2	0	4	2	3	0
ENSMUSG00000107197	3	0	0	0	1	0	0	0
ENSMUSG00000107198	0	0	1	0	0	0	0	0
ENSMUSG00000107199	0	0	0	0	0	0	0	0
ENSMUSG00000107200	12	19	17	7	6	8	9	2
ENSMUSG00000107201	23	31	25	18	32	23	32	35
ENSMUSG00000107203	5	3	6	2	2	3	0	1
ENSMUSG00000107204	0	0	0	0	0	0	0	0
ENSMUSG00000107205	4	2	3	0	3	3	0	3
ENSMUSG00000107206	0	0	0	0	0	0	0	0
ENSMUSG00000107207	0	0	0	0	0	0	0	0
ENSMUSG00000107208	0	0	0	0	0	0	0	0
ENSMUSG00000107209	0	0	0	0	0	0	0	0
ENSMUSG00000107211	4	3	1	1	1	0	1	0
ENSMUSG00000107212	2	0	0	0	0	0	0	0
ENSMUSG00000107213	0	0	0	0	0	0	0	0
ENSMUSG00000107214	0	0	0	0	0	0	0	1
ENSMUSG00000107215	2	9	7	7	0	2	0	0
ENSMUSG00000107216	5	7	7	2	7	10	4	7
ENSMUSG00000107217	0	0	0	0	0	0	0	0
ENSMUSG00000107218	0	0	0	0	0	0	0	0
ENSMUSG00000107219	0	0	0	0	1	0	0	0
ENSMUSG00000107220	0	0	0	0	0	0	0	0
ENSMUSG00000107222	0	0	0	0	0	0	0	0
ENSMUSG00000107223	0	0	0	0	0	0	0	0
ENSMUSG00000107225	0	0	0	0	1	1	0	1
ENSMUSG00000107226	0	0	0	0	0	0	0	0
ENSMUSG00000107227	6	7	12	7	5	9	16	10
ENSMUSG00000107230	1	5	3	0	2	4	2	4
ENSMUSG00000107232	0	0	0	0	0	0	0	0
ENSMUSG00000107233	0	0	0	0	0	0	0	0
ENSMUSG00000107234	0	0	0	0	0	0	0	0
ENSMUSG00000107237	0	0	0	0	0	0	0	0
ENSMUSG00000107238	0	0	0	0	0	0	0	0
ENSMUSG00000107240	9	7	9	11	10	9	6	9
ENSMUSG00000107241	0	0	0	0	0	0	0	0
ENSMUSG00000107243	0	0	0	0	0	0	0	0
ENSMUSG00000107244	0	0	0	0	0	0	0	0
ENSMUSG00000107245	0	0	0	0	1	0	0	0
ENSMUSG00000107246	0	0	0	0	0	0	0	0
ENSMUSG00000107247	0	0	0	0	0	0	0	0
ENSMUSG00000107248	0	0	0	0	0	0	0	0
ENSMUSG00000107251	0	0	0	0	0	0	0	0
ENSMUSG00000107252	4	3	1	3	0	0	1	0
ENSMUSG00000107253	0	0	0	0	0	0	0	0
ENSMUSG00000107254	0	0	0	0	0	0	0	0
ENSMUSG00000107255	0	1	0	0	0	0	0	1
ENSMUSG00000107256	1	0	0	0	1	2	1	2
ENSMUSG00000107257	4	8	8	6	0	0	2	0
ENSMUSG00000107258	0	0	0	0	0	0	0	0
ENSMUSG00000107259	2	2	1	4	0	0	0	1
ENSMUSG00000107261	25	30	15	11	1	0	1	0
ENSMUSG00000107262	0	0	1	0	0	0	0	0
ENSMUSG00000107263	0	1	0	0	0	0	0	0
ENSMUSG00000107265	0	0	0	0	0	0	0	0
ENSMUSG00000107266	0	0	0	0	0	0	0	0
ENSMUSG00000107270	0	0	0	0	0	0	0	0
ENSMUSG00000107271	0	0	0	0	1	0	0	0
ENSMUSG00000107272	0	1	0	0	0	0	0	0
ENSMUSG00000107276	0	0	0	1	1	0	1	1
ENSMUSG00000107277	35	55	40	40	42	32	51	42
ENSMUSG00000107278	17	22	23	23	9	16	18	21
ENSMUSG00000107279	0	0	0	0	0	0	0	0
ENSMUSG00000107280	0	0	0	0	0	0	0	0
ENSMUSG00000107282	0	0	0	0	0	0	0	0
ENSMUSG00000107283	1097	1199	1001	689	472	416	497	457
ENSMUSG00000107284	0	0	0	0	0	0	0	0
ENSMUSG00000107285	0	0	0	0	0	0	0	0
ENSMUSG00000107286	0	0	0	0	0	0	0	0
ENSMUSG00000107287	0	0	0	0	0	0	0	0
ENSMUSG00000107288	3	7	5	1	1	0	1	2
ENSMUSG00000107289	0	0	0	0	0	0	0	0
ENSMUSG00000107290	0	0	0	0	0	0	0	0
ENSMUSG00000107291	0	0	0	0	0	0	0	0
ENSMUSG00000107292	0	0	0	0	0	0	0	0
ENSMUSG00000107295	0	0	0	0	0	0	0	0
ENSMUSG00000107296	1	0	0	0	0	0	0	0
ENSMUSG00000107299	0	0	0	0	0	0	0	0
ENSMUSG00000107300	13	6	2	2	3	4	1	4
ENSMUSG00000107301	0	0	0	1	0	0	0	0
ENSMUSG00000107303	0	0	0	0	0	0	0	0
ENSMUSG00000107304	0	0	0	0	1	0	0	0
ENSMUSG00000107305	0	0	0	0	0	0	0	0
ENSMUSG00000107306	1	2	0	0	1	3	2	1
ENSMUSG00000107307	0	0	0	0	0	0	0	0
ENSMUSG00000107308	0	0	0	0	0	0	0	0
ENSMUSG00000107309	0	0	0	0	0	0	0	0
ENSMUSG00000107310	10	22	9	8	2	2	2	4
ENSMUSG00000107312	0	0	0	0	0	0	0	0
ENSMUSG00000107313	0	1	2	2	0	0	0	0
ENSMUSG00000107315	0	0	0	0	0	0	0	0
ENSMUSG00000107316	3	1	0	0	0	0	0	1
ENSMUSG00000107317	0	0	0	0	0	0	0	0
ENSMUSG00000107318	0	0	0	0	1	0	0	1
ENSMUSG00000107319	13	5	10	12	1	3	5	4
ENSMUSG00000107320	4	5	8	2	13	9	3	8
ENSMUSG00000107322	0	0	0	0	0	0	0	0
ENSMUSG00000107325	0	0	0	0	0	0	0	0
ENSMUSG00000107326	0	0	0	0	0	0	0	0
ENSMUSG00000107327	19	27	30	20	1	1	3	4
ENSMUSG00000107331	81	97	86	53	72	65	81	53
ENSMUSG00000107333	8	17	17	16	0	0	0	0
ENSMUSG00000107334	0	0	0	0	0	0	0	0
ENSMUSG00000107335	19	12	9	5	7	3	7	5
ENSMUSG00000107336	0	0	0	0	0	0	0	0
ENSMUSG00000107337	0	0	0	0	0	0	0	0
ENSMUSG00000107340	0	0	1	0	0	0	2	0
ENSMUSG00000107341	0	0	0	0	0	0	0	0
ENSMUSG00000107344	2	2	0	0	0	0	1	0
ENSMUSG00000107346	0	1	0	0	0	0	0	0
ENSMUSG00000107348	0	0	0	0	0	0	0	0
ENSMUSG00000107349	0	1	0	0	0	0	0	0
ENSMUSG00000107350	0	0	0	0	0	1	0	0
ENSMUSG00000107351	0	0	0	0	0	0	0	0
ENSMUSG00000107352	0	2	0	0	0	0	1	0
ENSMUSG00000107353	0	0	0	0	0	0	0	0
ENSMUSG00000107354	0	0	0	0	0	0	0	0
ENSMUSG00000107355	1	0	2	3	0	2	1	2
ENSMUSG00000107356	0	0	0	0	0	0	0	0
ENSMUSG00000107357	0	0	0	0	0	0	0	0
ENSMUSG00000107358	0	0	0	0	0	0	0	0
ENSMUSG00000107359	0	0	1	0	0	0	0	0
ENSMUSG00000107360	0	0	0	0	0	0	0	0
ENSMUSG00000107362	0	5	0	3	0	1	3	3
ENSMUSG00000107363	0	0	0	0	0	0	0	0
ENSMUSG00000107364	1	0	0	0	0	0	0	0
ENSMUSG00000107365	1	0	0	0	0	0	0	0
ENSMUSG00000107368	0	0	0	0	0	0	0	0
ENSMUSG00000107369	2	7	5	0	0	0	0	0
