Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000097684	17	10	5	5	15	19	31	26
ENSMUSG00000097685	0	0	0	0	0	1	0	1
ENSMUSG00000097686	0	0	0	0	0	0	0	0
ENSMUSG00000097689	0	0	0	0	0	0	0	0
ENSMUSG00000097690	3	2	3	0	2	2	2	2
ENSMUSG00000097691	0	0	0	0	0	0	0	0
ENSMUSG00000097692	5	0	9	8	5	14	16	16
ENSMUSG00000097693	4	4	2	2	7	3	10	11
ENSMUSG00000097694	0	0	0	0	1	0	1	1
ENSMUSG00000097697	0	0	0	0	0	0	0	0
ENSMUSG00000097699	9	12	2	7	2	6	12	8
ENSMUSG00000097700	0	0	0	0	0	0	0	1
ENSMUSG00000097701	0	0	0	0	0	0	0	0
ENSMUSG00000097702	3	3	4	7	5	8	6	1
ENSMUSG00000097704	0	0	0	0	0	0	0	0
ENSMUSG00000097705	0	0	2	0	0	3	1	0
ENSMUSG00000097706	3	1	5	3	8	9	2	7
ENSMUSG00000097709	4	7	17	12	46	31	14	11
ENSMUSG00000097710	0	2	0	0	0	0	1	5
ENSMUSG00000097711	4	6	4	4	9	20	5	7
ENSMUSG00000097712	1	0	1	0	0	1	1	2
ENSMUSG00000097713	0	0	0	1	0	0	0	0
ENSMUSG00000097714	2	0	3	1	5	6	1	3
ENSMUSG00000097715	29	18	18	14	34	31	31	36
ENSMUSG00000097716	0	0	0	0	1	0	0	0
ENSMUSG00000097717	0	0	0	0	0	0	0	0
ENSMUSG00000097719	0	0	0	0	0	1	0	0
ENSMUSG00000097724	4	3	0	1	6	6	3	7
ENSMUSG00000097725	0	0	0	0	0	0	0	0
ENSMUSG00000097726	1	0	8	15	7	11	3	7
ENSMUSG00000097727	1	3	8	3	26	26	3	7
ENSMUSG00000097729	77	44	61	58	63	67	59	83
ENSMUSG00000097730	0	0	0	0	0	0	2	2
ENSMUSG00000097735	0	0	0	0	0	0	0	0
ENSMUSG00000097736	0	0	1	2	1	0	0	1
ENSMUSG00000097738	0	0	0	0	0	0	1	2
ENSMUSG00000097739	4	2	3	1	5	1	1	3
ENSMUSG00000097740	1	2	6	9	8	12	2	2
ENSMUSG00000097742	0	0	1	0	0	0	0	1
ENSMUSG00000097743	124	90	121	111	91	121	103	156
ENSMUSG00000097744	2	3	2	3	1	0	0	2
ENSMUSG00000097745	0	0	0	0	0	0	0	0
ENSMUSG00000097746	20	21	24	26	18	13	19	38
ENSMUSG00000097748	21	15	10	17	17	27	21	44
ENSMUSG00000097749	2	0	0	2	1	2	0	2
ENSMUSG00000097750	51	60	58	70	26	36	47	52
ENSMUSG00000097752	0	1	0	0	0	1	0	2
ENSMUSG00000097754	0	0	1	0	0	0	0	0
ENSMUSG00000097755	61	62	49	36	85	93	66	108
ENSMUSG00000097756	16	15	15	8	24	30	19	31
ENSMUSG00000097760	10	13	13	14	23	24	28	26
ENSMUSG00000097761	0	0	0	0	2	2	0	1
ENSMUSG00000097762	0	0	0	1	0	0	1	0
ENSMUSG00000097763	1	0	0	0	0	0	0	0
ENSMUSG00000097766	1	0	2	2	4	1	3	1
ENSMUSG00000097767	216	234	323	338	93	118	14	27
ENSMUSG00000097768	2	2	2	2	2	1	3	12
ENSMUSG00000097772	507	481	701	691	626	680	695	901
ENSMUSG00000097773	18	7	12	8	21	21	17	27
ENSMUSG00000097776	0	0	1	0	1	2	1	1
ENSMUSG00000097777	17	7	15	14	20	31	32	34
ENSMUSG00000097779	3	3	1	1	9	6	6	3
ENSMUSG00000097780	0	0	0	0	0	0	0	0
ENSMUSG00000097781	1	2	5	3	3	3	3	3
ENSMUSG00000097783	3	1	3	2	0	0	3	2
ENSMUSG00000097784	60	34	43	40	34	29	34	50
ENSMUSG00000097785	11	8	11	15	9	7	10	14
ENSMUSG00000097786	0	1	1	1	8	3	1	4
ENSMUSG00000097787	34	20	38	37	44	44	40	44
ENSMUSG00000097788	4	0	1	1	0	1	2	2
ENSMUSG00000097789	0	0	0	0	1	0	2	1
ENSMUSG00000097790	1	0	2	1	58	60	31	39
ENSMUSG00000097792	3	7	2	1	3	1	3	3
ENSMUSG00000097793	25	18	31	40	30	28	55	61
ENSMUSG00000097794	1	1	8	9	48	43	9	6
ENSMUSG00000097795	0	0	0	0	0	0	0	0
ENSMUSG00000097797	40	22	38	36	73	83	64	100
ENSMUSG00000097798	0	0	0	0	0	0	0	0
ENSMUSG00000097801	7	7	2	6	1	6	2	0
ENSMUSG00000097803	3	2	2	1	24	22	12	14
ENSMUSG00000097804	0	0	1	0	0	1	0	0
ENSMUSG00000097805	0	0	1	1	0	1	0	1
ENSMUSG00000097806	24	28	17	11	41	41	47	81
ENSMUSG00000097807	0	0	0	0	0	0	0	0
ENSMUSG00000097809	0	1	2	0	1	1	3	0
ENSMUSG00000097812	0	1	1	5	5	2	0	1
ENSMUSG00000097814	5	4	9	12	5	7	4	3
ENSMUSG00000097816	0	0	0	0	0	0	0	1
ENSMUSG00000097817	10	2	4	9	11	5	7	14
ENSMUSG00000097819	0	0	0	0	0	0	0	0
ENSMUSG00000097820	52	43	68	63	62	43	50	69
ENSMUSG00000097821	0	0	0	0	0	0	0	1
ENSMUSG00000097822	0	0	0	0	0	0	0	0
ENSMUSG00000097825	3	2	2	1	5	2	2	2
ENSMUSG00000097827	4	3	5	4	2	5	7	6
ENSMUSG00000097828	0	2	0	0	1	0	0	0
ENSMUSG00000097831	1	1	1	4	1	4	5	2
ENSMUSG00000097832	5	0	0	1	4	3	1	2
ENSMUSG00000097833	0	0	0	0	0	0	0	0
ENSMUSG00000097834	25	27	50	33	1	0	11	8
ENSMUSG00000097835	13	8	5	3	6	15	17	20
ENSMUSG00000097836	0	0	0	0	0	0	0	0
ENSMUSG00000097840	2	2	3	2	2	0	2	5
ENSMUSG00000097841	0	0	0	0	1	0	0	0
ENSMUSG00000097842	14	12	14	12	16	15	6	18
ENSMUSG00000097845	1	0	1	1	2	3	1	1
ENSMUSG00000097847	0	0	0	0	0	0	1	0
ENSMUSG00000097848	1	2	1	0	1	0	2	1
ENSMUSG00000097850	0	0	5	1	2	2	2	2
ENSMUSG00000097851	0	0	0	1	0	0	0	1
ENSMUSG00000097852	3	0	0	3	1	4	2	3
ENSMUSG00000097853	0	0	0	0	0	0	0	0
ENSMUSG00000097854	0	0	0	0	0	0	0	0
ENSMUSG00000097855	31	41	40	39	192	204	143	205
ENSMUSG00000097858	14	19	11	12	22	29	26	24
ENSMUSG00000097863	6	3	3	5	1	5	1	3
ENSMUSG00000097870	2	4	0	1	1	1	3	1
ENSMUSG00000097871	0	0	0	0	0	0	0	0
ENSMUSG00000097874	0	1	0	4	3	4	3	4
ENSMUSG00000097875	1	3	4	9	17	30	10	11
ENSMUSG00000097876	7	6	3	4	1	1	2	5
ENSMUSG00000097877	8	4	6	3	5	11	5	6
ENSMUSG00000097878	0	0	0	0	0	0	0	0
ENSMUSG00000097881	1	0	2	0	0	0	0	1
ENSMUSG00000097882	9	13	10	11	13	18	20	35
ENSMUSG00000097883	0	0	0	0	0	0	0	0
ENSMUSG00000097884	1	0	0	0	0	0	0	0
ENSMUSG00000097885	44	20	35	45	24	40	21	41
ENSMUSG00000097886	0	0	1	0	0	0	0	0
ENSMUSG00000097887	2	0	3	1	7	7	3	3
ENSMUSG00000097888	0	1	2	1	3	3	6	6
ENSMUSG00000097890	5	4	3	4	7	6	3	12
ENSMUSG00000097891	16	10	4	14	15	27	18	22
ENSMUSG00000097892	32	20	13	5	2	1	25	13
ENSMUSG00000097893	15	1	4	7	7	12	7	6
ENSMUSG00000097895	0	0	0	0	1	0	0	0
ENSMUSG00000097896	0	0	0	0	0	0	1	0
ENSMUSG00000097897	0	0	0	0	0	0	0	0
ENSMUSG00000097898	0	0	0	1	0	3	0	0
ENSMUSG00000097899	0	0	0	0	1	0	0	0
ENSMUSG00000097900	2	3	3	3	47	60	23	20
ENSMUSG00000097901	0	0	0	0	0	0	0	0
ENSMUSG00000097902	0	0	0	0	0	0	0	0
ENSMUSG00000097903	0	0	0	0	0	0	0	0
ENSMUSG00000097906	4026	3227	3008	3041	4548	5216	4643	6910
ENSMUSG00000097907	0	0	0	0	0	0	1	0
ENSMUSG00000097908	402	295	168	185	792	946	589	977
ENSMUSG00000097910	1	1	7	8	2	1	3	3
ENSMUSG00000097911	0	2	1	2	1	3	0	0
ENSMUSG00000097914	0	0	0	0	0	0	0	0
ENSMUSG00000097915	11	13	13	11	8	10	8	6
ENSMUSG00000097917	7	5	5	1	3	0	4	6
ENSMUSG00000097918	0	0	0	1	4	7	7	10
ENSMUSG00000097920	0	0	0	0	1	0	1	0
ENSMUSG00000097921	4	1	5	6	35	27	9	17
ENSMUSG00000097923	0	0	2	0	1	2	2	2
ENSMUSG00000097924	7	5	8	4	0	0	0	8
ENSMUSG00000097925	0	0	0	0	0	0	0	0
ENSMUSG00000097926	0	0	1	0	1	0	0	0
ENSMUSG00000097927	6	0	14	14	12	5	5	5
ENSMUSG00000097929	24	8	23	13	114	95	36	37
ENSMUSG00000097930	3	6	5	1	9	5	5	3
ENSMUSG00000097931	0	0	0	0	0	0	0	0
ENSMUSG00000097932	0	0	1	0	0	0	0	1
ENSMUSG00000097933	0	0	0	0	1	1	0	0
ENSMUSG00000097934	1	1	3	2	2	2	2	2
ENSMUSG00000097935	1	0	0	1	25	16	7	20
ENSMUSG00000097936	0	0	0	0	1	1	1	0
ENSMUSG00000097937	0	0	0	0	0	1	0	0
ENSMUSG00000097938	0	0	0	0	0	0	0	0
ENSMUSG00000097939	0	0	0	0	0	0	0	0
ENSMUSG00000097940	0	0	0	0	0	0	0	0
ENSMUSG00000097941	0	0	0	0	0	0	0	0
ENSMUSG00000097942	0	0	0	0	0	0	1	0
ENSMUSG00000097943	0	0	0	0	1	1	0	0
ENSMUSG00000097944	52	45	70	67	33	33	58	90
ENSMUSG00000097945	0	0	0	0	0	1	0	0
ENSMUSG00000097946	0	0	0	0	3	5	0	1
ENSMUSG00000097947	0	0	0	0	0	0	0	0
ENSMUSG00000097948	0	0	0	0	0	0	0	1
ENSMUSG00000097949	0	0	0	0	0	0	0	0
ENSMUSG00000097950	0	0	0	0	0	0	0	0
ENSMUSG00000097951	0	0	0	0	0	0	1	0
ENSMUSG00000097952	0	0	0	0	0	0	0	0
ENSMUSG00000097953	0	0	0	0	0	0	0	0
ENSMUSG00000097954	1	2	0	1	2	0	1	1
ENSMUSG00000097955	0	0	0	0	0	0	0	0
ENSMUSG00000097957	0	0	0	0	0	0	0	0
ENSMUSG00000097958	0	0	0	0	4	3	0	0
ENSMUSG00000097959	0	0	0	0	0	0	0	0
ENSMUSG00000097960	1	1	2	5	1	4	2	3
ENSMUSG00000097961	16	17	25	13	75	92	18	21
ENSMUSG00000097962	0	0	0	0	0	0	0	0
ENSMUSG00000097963	0	0	0	0	0	0	0	0
ENSMUSG00000097964	0	0	0	0	0	0	0	0
ENSMUSG00000097965	0	0	0	0	1	1	0	0
ENSMUSG00000097966	0	0	0	0	0	0	0	0
ENSMUSG00000097967	3	2	1	2	6	0	1	7
ENSMUSG00000097968	0	0	0	0	0	1	0	0
ENSMUSG00000097970	9	7	8	12	8	8	8	9
ENSMUSG00000097972	0	0	0	0	0	0	0	0
ENSMUSG00000097973	5	1	1	0	9	4	8	8
ENSMUSG00000097974	5	3	3	1	7	12	4	11
ENSMUSG00000097975	0	0	1	2	1	2	0	2
ENSMUSG00000097976	0	0	0	0	0	0	0	0
ENSMUSG00000097977	0	0	1	0	2	4	2	3
ENSMUSG00000097979	10	2	9	10	78	71	40	52
ENSMUSG00000097980	0	0	0	0	0	0	0	0
ENSMUSG00000097981	0	0	0	0	0	0	0	0
ENSMUSG00000097982	0	0	0	0	0	0	0	0
ENSMUSG00000097983	0	1	0	0	1	0	0	1
ENSMUSG00000097984	0	0	0	0	0	0	0	0
ENSMUSG00000097985	0	0	0	0	0	0	0	0
ENSMUSG00000097986	0	0	0	0	0	0	0	0
ENSMUSG00000097987	0	0	0	0	2	1	0	0
ENSMUSG00000097988	3	0	0	1	1	6	4	6
ENSMUSG00000097989	4	2	0	3	57	67	29	41
ENSMUSG00000097990	0	0	0	0	0	0	0	0
ENSMUSG00000097991	0	1	0	0	0	0	0	0
ENSMUSG00000097992	0	0	0	0	0	0	0	0
ENSMUSG00000097993	57	50	117	108	79	63	56	98
ENSMUSG00000097994	32	30	29	22	79	76	79	106
ENSMUSG00000097995	0	1	0	0	0	0	0	0
ENSMUSG00000097996	0	0	0	0	0	0	1	1
ENSMUSG00000097997	6	1	3	3	3	1	3	4
ENSMUSG00000097998	0	0	0	0	0	0	0	0
ENSMUSG00000097999	0	0	0	0	0	1	1	1
ENSMUSG00000098000	0	0	0	0	0	0	0	0
ENSMUSG00000098001	0	0	0	2	3	1	0	2
ENSMUSG00000098002	1	0	0	0	2	3	1	2
ENSMUSG00000098003	0	0	0	0	0	0	0	0
ENSMUSG00000098005	0	0	0	0	0	0	0	0
ENSMUSG00000098006	0	2	1	0	14	11	7	10
ENSMUSG00000098007	0	0	0	0	0	0	0	0
ENSMUSG00000098008	0	1	2	2	18	17	13	10
ENSMUSG00000098009	1	1	1	0	13	11	6	8
ENSMUSG00000098010	1	0	0	0	0	0	0	0
ENSMUSG00000098011	0	0	0	0	0	0	0	0
ENSMUSG00000098012	0	0	0	0	0	1	0	0
ENSMUSG00000098013	0	0	0	0	0	0	0	0
ENSMUSG00000098014	0	0	0	0	0	1	0	0
ENSMUSG00000098015	0	0	0	0	0	0	0	0
ENSMUSG00000098016	0	0	0	0	0	0	0	0
ENSMUSG00000098017	0	0	0	0	0	0	0	0
ENSMUSG00000098019	9	1	2	5	10	30	13	17
ENSMUSG00000098021	0	0	0	0	3	11	1	6
ENSMUSG00000098022	95	90	83	65	70	81	137	194
ENSMUSG00000098023	0	0	0	0	0	0	0	0
ENSMUSG00000098024	24	17	46	39	34	28	23	40
ENSMUSG00000098025	0	0	0	0	0	0	0	0
ENSMUSG00000098026	0	0	0	0	0	0	0	0
ENSMUSG00000098027	0	0	0	0	0	0	0	0
ENSMUSG00000098028	0	0	0	0	0	1	0	1
ENSMUSG00000098029	0	0	0	0	0	0	0	0
ENSMUSG00000098030	0	0	0	0	0	1	0	0
ENSMUSG00000098031	0	0	0	0	2	1	0	0
ENSMUSG00000098033	0	0	0	0	0	0	1	0
ENSMUSG00000098035	0	1	0	0	0	1	1	0
ENSMUSG00000098036	0	0	0	0	0	0	0	0
ENSMUSG00000098037	1	0	0	0	0	1	4	1
ENSMUSG00000098038	0	0	0	0	1	1	0	0
ENSMUSG00000098039	0	0	0	0	0	0	0	0
ENSMUSG00000098040	0	0	0	0	0	0	0	0
ENSMUSG00000098041	0	0	0	0	0	0	0	0
ENSMUSG00000098042	0	0	0	0	0	0	0	0
ENSMUSG00000098043	0	0	0	0	1	1	0	0
ENSMUSG00000098044	0	0	0	0	0	0	0	0
ENSMUSG00000098045	0	0	0	0	0	0	0	0
ENSMUSG00000098046	0	0	1	0	0	0	0	0
ENSMUSG00000098047	2	1	0	3	0	1	0	0
ENSMUSG00000098048	0	0	0	1	12	15	3	7
ENSMUSG00000098050	0	0	0	0	0	0	0	0
ENSMUSG00000098051	19	15	10	12	27	34	37	54
ENSMUSG00000098052	0	1	0	0	1	0	0	0
ENSMUSG00000098053	0	0	0	0	0	0	0	0
ENSMUSG00000098054	0	0	0	0	0	0	0	0
ENSMUSG00000098055	0	0	3	2	0	1	0	2
ENSMUSG00000098056	0	0	0	0	0	1	0	2
ENSMUSG00000098057	0	0	1	0	0	0	0	0
ENSMUSG00000098058	0	0	0	0	0	1	0	1
ENSMUSG00000098059	0	0	0	0	0	0	0	0
ENSMUSG00000098060	0	0	0	0	0	0	0	0
ENSMUSG00000098062	0	0	0	0	0	0	0	0
ENSMUSG00000098064	0	0	0	0	0	0	0	0
ENSMUSG00000098065	0	0	0	0	0	0	0	0
ENSMUSG00000098066	21	24	23	12	29	18	16	19
ENSMUSG00000098067	0	0	0	0	0	0	0	0
ENSMUSG00000098068	0	0	1	0	1	1	0	0
ENSMUSG00000098069	0	0	0	0	0	0	0	0
ENSMUSG00000098070	0	0	0	0	0	0	0	0
ENSMUSG00000098071	0	0	0	0	0	0	0	0
ENSMUSG00000098072	0	0	0	0	0	0	2	0
ENSMUSG00000098073	0	0	0	0	0	0	0	0
ENSMUSG00000098074	0	1	0	0	0	0	2	0
ENSMUSG00000098075	0	0	0	0	0	0	0	0
ENSMUSG00000098076	22	17	15	19	37	46	53	99
ENSMUSG00000098077	0	0	0	0	0	0	0	0
ENSMUSG00000098079	0	0	0	0	0	0	0	1
ENSMUSG00000098080	0	0	0	0	0	0	0	0
ENSMUSG00000098081	0	0	0	0	0	0	0	0
ENSMUSG00000098082	0	0	0	0	0	0	0	0
ENSMUSG00000098083	1	0	0	0	0	1	1	3
ENSMUSG00000098084	0	0	0	0	0	0	0	0
ENSMUSG00000098085	0	0	0	0	0	0	0	0
ENSMUSG00000098086	0	0	0	0	0	0	0	0
ENSMUSG00000098087	0	0	0	0	0	0	0	0
ENSMUSG00000098088	0	1	0	0	2	1	3	0
ENSMUSG00000098089	0	0	0	0	0	0	0	0
ENSMUSG00000098090	307	304	326	298	301	385	311	411
ENSMUSG00000098091	6	5	1	4	17	21	6	12
ENSMUSG00000098092	0	0	0	1	1	0	2	1
ENSMUSG00000098093	0	0	0	0	0	0	0	0
ENSMUSG00000098094	0	0	0	0	0	0	0	0
ENSMUSG00000098095	0	0	0	0	0	0	0	0
ENSMUSG00000098096	0	0	0	0	0	0	0	0
ENSMUSG00000098097	0	1	0	0	0	0	0	1
ENSMUSG00000098098	12	9	15	12	33	28	16	29
ENSMUSG00000098099	0	0	0	0	2	0	0	0
ENSMUSG00000098100	0	0	0	0	1	2	1	0
ENSMUSG00000098101	0	0	0	0	0	0	0	0
ENSMUSG00000098102	0	1	0	0	11	10	1	3
ENSMUSG00000098103	0	0	0	0	0	0	0	0
ENSMUSG00000098104	2	1	2	1	30	48	21	26
ENSMUSG00000098105	2	1	1	1	2	1	2	3
ENSMUSG00000098106	0	0	0	0	0	0	0	0
ENSMUSG00000098107	0	0	0	0	1	2	0	0
ENSMUSG00000098108	0	0	0	0	0	0	0	1
ENSMUSG00000098109	0	0	1	0	1	0	0	0
ENSMUSG00000098110	0	0	0	0	0	0	0	0
ENSMUSG00000098111	12	5	7	4	24	16	15	15
ENSMUSG00000098112	10	15	3	4	27	38	24	55
ENSMUSG00000098113	2	2	2	1	11	21	1	8
ENSMUSG00000098114	0	0	0	0	0	0	0	0
ENSMUSG00000098115	0	0	0	0	1	0	0	0
ENSMUSG00000098116	0	0	0	0	0	0	1	0
ENSMUSG00000098118	0	0	0	0	0	0	0	0
ENSMUSG00000098119	0	0	0	0	0	0	0	0
ENSMUSG00000098120	14	10	12	10	5	5	7	11
ENSMUSG00000098121	1	2	0	0	1	0	0	0
ENSMUSG00000098122	0	0	0	0	0	0	0	0
ENSMUSG00000098123	3	3	5	1	21	28	7	12
ENSMUSG00000098124	0	0	0	0	0	0	0	0
ENSMUSG00000098125	0	0	0	0	0	0	0	0
ENSMUSG00000098126	0	0	0	0	0	0	0	0
ENSMUSG00000098127	0	0	0	0	0	0	0	0
ENSMUSG00000098128	0	0	0	0	0	0	0	0
ENSMUSG00000098129	0	3	0	1	0	1	1	1
ENSMUSG00000098130	0	0	0	0	0	0	0	0
ENSMUSG00000098131	0	0	0	1	0	2	1	1
ENSMUSG00000098132	11	9	26	28	39	45	8	30
ENSMUSG00000098134	162	171	116	124	420	407	337	495
ENSMUSG00000098135	0	0	0	0	0	0	0	0
ENSMUSG00000098136	0	0	2	1	0	0	3	3
ENSMUSG00000098137	0	0	0	0	0	0	0	0
ENSMUSG00000098138	0	0	0	0	1	0	0	1
ENSMUSG00000098139	0	0	0	0	0	0	0	0
ENSMUSG00000098141	1	1	0	0	2	0	0	1
ENSMUSG00000098142	1	0	0	0	5	4	1	3
ENSMUSG00000098143	0	0	0	0	0	0	0	0
ENSMUSG00000098144	0	0	0	0	0	0	0	0
ENSMUSG00000098145	0	0	0	0	0	0	0	0
ENSMUSG00000098146	19	21	18	10	7	6	7	13
ENSMUSG00000098147	0	0	0	0	0	0	0	0
ENSMUSG00000098149	2	3	0	1	1	0	0	3
ENSMUSG00000098150	0	0	0	0	0	0	0	0
ENSMUSG00000098152	0	0	0	0	0	0	0	0
ENSMUSG00000098153	0	0	0	0	0	0	0	0
ENSMUSG00000098154	2	1	0	1	16	22	7	8
ENSMUSG00000098155	0	0	0	0	0	0	0	0
ENSMUSG00000098156	0	0	0	0	2	1	0	0
ENSMUSG00000098157	0	0	0	0	0	0	0	0
ENSMUSG00000098158	2	0	1	1	1	1	0	2
ENSMUSG00000098159	0	0	0	0	0	0	0	0
ENSMUSG00000098160	0	0	1	0	0	0	1	0
ENSMUSG00000098161	5	6	3	0	9	12	2	7
ENSMUSG00000098162	0	1	0	0	0	0	0	0
ENSMUSG00000098163	0	0	0	0	0	0	0	0
ENSMUSG00000098164	2	3	1	2	2	1	3	5
ENSMUSG00000098165	0	0	0	0	0	0	0	0
ENSMUSG00000098166	0	0	0	0	0	0	0	0
ENSMUSG00000098167	0	0	0	0	0	0	0	0
ENSMUSG00000098169	0	0	0	0	0	0	0	0
ENSMUSG00000098170	0	0	0	0	0	0	0	0
ENSMUSG00000098171	0	0	1	0	0	0	0	0
ENSMUSG00000098172	0	0	0	0	0	0	0	0
ENSMUSG00000098173	0	0	0	0	0	0	0	0
ENSMUSG00000098174	0	0	0	0	0	0	0	0
ENSMUSG00000098175	2	0	0	0	7	10	1	5
ENSMUSG00000098176	85	61	57	49	96	133	132	186
ENSMUSG00000098177	0	0	0	0	0	1	0	0
ENSMUSG00000098179	0	0	0	0	0	0	0	0
ENSMUSG00000098180	1	0	1	0	1	1	0	1
ENSMUSG00000098181	0	3	3	2	1	0	1	4
ENSMUSG00000098183	46	25	33	33	17	20	18	24
ENSMUSG00000098184	2	0	1	0	6	2	0	5
ENSMUSG00000098185	0	0	0	0	0	0	0	0
ENSMUSG00000098186	0	0	0	0	1	3	0	0
ENSMUSG00000098187	2	0	0	0	7	2	2	2
ENSMUSG00000098188	181	140	133	152	365	450	504	764
ENSMUSG00000098189	0	0	0	0	0	0	0	0
ENSMUSG00000098190	0	0	0	1	1	0	0	0
ENSMUSG00000098191	0	0	0	0	0	0	0	0
ENSMUSG00000098192	4	1	3	5	11	13	2	9
ENSMUSG00000098193	0	0	0	0	0	0	0	0
ENSMUSG00000098194	0	0	0	0	33	46	4	9
ENSMUSG00000098195	0	0	0	0	1	0	0	0
ENSMUSG00000098196	0	0	0	0	0	0	0	0
ENSMUSG00000098197	1	1	0	0	0	2	0	2
ENSMUSG00000098198	2	2	0	2	4	6	3	7
ENSMUSG00000098199	0	0	1	0	2	2	1	3
ENSMUSG00000098200	0	0	0	0	0	0	0	0
ENSMUSG00000098201	0	2	0	0	8	9	5	5
ENSMUSG00000098202	10	11	13	5	20	33	4	2
ENSMUSG00000098203	0	0	1	0	0	1	1	1
ENSMUSG00000098204	0	0	2	0	0	0	0	0
ENSMUSG00000098205	0	0	0	0	0	0	0	0
ENSMUSG00000098206	1	3	0	5	3	3	0	6
ENSMUSG00000098207	0	0	3	5	4	9	0	1
ENSMUSG00000098208	3	1	2	1	5	6	2	10
ENSMUSG00000098209	0	0	0	0	0	0	0	0
ENSMUSG00000098210	0	0	0	0	0	0	2	1
ENSMUSG00000098211	13	10	3	4	16	27	24	28
ENSMUSG00000098212	0	0	0	0	0	0	0	0
ENSMUSG00000098213	0	0	0	0	0	0	0	0
ENSMUSG00000098214	0	0	0	0	0	0	0	0
ENSMUSG00000098215	0	0	0	0	0	1	0	0
ENSMUSG00000098216	0	0	0	0	0	0	0	0
ENSMUSG00000098217	0	0	0	0	0	0	0	0
ENSMUSG00000098218	0	0	0	0	0	0	0	0
ENSMUSG00000098219	0	0	0	0	0	0	1	0
ENSMUSG00000098221	6	1	4	2	12	11	7	16
ENSMUSG00000098222	2	1	2	1	17	17	8	13
ENSMUSG00000098223	0	0	0	0	0	0	0	0
ENSMUSG00000098224	1	2	0	0	2	2	1	0
ENSMUSG00000098225	0	0	0	0	0	0	0	0
ENSMUSG00000098226	0	0	0	0	0	0	0	0
ENSMUSG00000098227	0	0	0	0	0	0	0	0
ENSMUSG00000098228	0	0	0	0	0	0	0	0
ENSMUSG00000098229	0	0	0	0	0	0	0	0
ENSMUSG00000098230	0	0	0	0	0	0	0	0
ENSMUSG00000098231	0	0	0	0	2	0	0	0
ENSMUSG00000098232	2	2	3	4	14	10	4	5
ENSMUSG00000098233	2	3	0	1	1	0	2	1
ENSMUSG00000098234	496	448	690	646	918	1081	889	1235
ENSMUSG00000098235	1	2	2	3	6	3	4	6
ENSMUSG00000098236	0	0	0	0	0	0	0	0
ENSMUSG00000098237	0	0	0	0	0	0	0	0
ENSMUSG00000098238	6	2	0	2	8	14	11	8
ENSMUSG00000098240	1	3	1	2	17	17	3	12
ENSMUSG00000098241	0	0	0	0	0	0	0	0
ENSMUSG00000098242	0	0	0	0	0	0	0	0
ENSMUSG00000098243	0	2	0	0	0	0	0	0
ENSMUSG00000098244	0	0	0	0	0	0	0	0
ENSMUSG00000098245	0	0	0	0	0	0	0	0
ENSMUSG00000098246	2	0	0	0	0	1	0	0
ENSMUSG00000098247	0	0	0	0	0	0	0	0
ENSMUSG00000098248	0	0	0	0	0	0	0	0
ENSMUSG00000098249	0	0	0	0	0	0	0	0
ENSMUSG00000098251	0	0	0	0	0	1	0	0
ENSMUSG00000098252	0	0	0	0	0	0	0	0
ENSMUSG00000098253	0	0	0	0	0	0	0	0
ENSMUSG00000098254	0	0	0	0	0	0	0	0
ENSMUSG00000098255	0	0	0	0	0	0	0	0
ENSMUSG00000098257	0	0	0	0	0	0	0	0
ENSMUSG00000098258	0	0	0	0	0	0	0	0
ENSMUSG00000098259	2	9	1	2	4	4	5	5
ENSMUSG00000098260	0	0	0	1	0	0	0	0
ENSMUSG00000098261	0	0	0	0	0	0	0	0
ENSMUSG00000098262	1	0	0	0	0	1	0	0
ENSMUSG00000098263	0	0	0	0	0	0	0	0
ENSMUSG00000098264	0	0	0	0	0	0	0	0
ENSMUSG00000098265	368	285	244	264	384	417	590	709
ENSMUSG00000098266	0	0	0	0	0	0	1	0
ENSMUSG00000098267	0	0	0	0	0	0	0	0
ENSMUSG00000098268	0	0	0	0	0	0	0	0
ENSMUSG00000098269	5	5	6	8	5	9	1	7
ENSMUSG00000098270	0	0	0	0	0	0	0	0
ENSMUSG00000098271	0	0	0	0	0	0	0	0
ENSMUSG00000098272	0	0	0	0	0	0	0	0
ENSMUSG00000098273	0	0	0	0	0	0	0	0
ENSMUSG00000098274	6371	4790	5216	5151	10989	13502	9186	13445
ENSMUSG00000098275	0	0	0	0	0	0	0	0
ENSMUSG00000098276	0	0	0	0	0	0	0	0
ENSMUSG00000098278	0	0	0	0	0	0	0	0
ENSMUSG00000098279	0	0	0	0	0	0	0	0
ENSMUSG00000098280	0	0	2	0	0	2	0	0
ENSMUSG00000098281	0	0	0	0	0	0	0	0
ENSMUSG00000098282	0	0	0	0	0	0	0	0
ENSMUSG00000098284	0	0	0	0	0	0	0	0
ENSMUSG00000098285	0	0	0	0	0	0	0	0
ENSMUSG00000098286	4	1	4	8	5	7	6	8
ENSMUSG00000098287	0	0	0	0	0	0	0	0
ENSMUSG00000098288	0	0	0	0	1	0	0	0
ENSMUSG00000098289	0	0	0	0	0	0	0	0
ENSMUSG00000098290	0	0	0	0	0	0	0	0
