p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
0.885875849	-0.343271197	0.024	0.026	1	Ciart	other	Posterior PSM
0.885917501	-0.012826049	0.62	0.562	1	Gtf3a	other	Posterior PSM
0.88600447	-0.221988483	0.041	0.043	1	Wars2	other	Posterior PSM
0.886025821	-0.031165816	0.204	0.192	1	Evi5	other	Posterior PSM
0.886057775	-0.226599821	0.155	0.147	1	Slc20a2	other	Posterior PSM
0.886140862	-0.094843135	0.131	0.123	1	Abhd12	other	Posterior PSM
0.886202152	0.025211767	0.257	0.258	1	Kti12	other	Posterior PSM
0.886397911	-0.188247418	0.086	0.088	1	Setd6	other	Posterior PSM
0.886507613	-0.201444307	0.053	0.05	1	Focad	other	Posterior PSM
0.887104997	-0.080000635	0.073	0.076	1	Rad54b	other	Posterior PSM
0.887413675	-0.069971695	0.167	0.156	1	Ginm1	other	Posterior PSM
0.887766651	0.044033954	0.045	0.047	1	Gm5539	other	Posterior PSM
0.888455373	0.00435338	0.853	0.86	1	Gm8730	other	Posterior PSM
0.88854748	-0.043799136	0.078	0.073	1	Rnu3a	other	Posterior PSM
0.888847458	-0.17942416	0.041	0.043	1	Miga2	other	Posterior PSM
0.888847458	-0.203524485	0.041	0.043	1	Gm37879	other	Posterior PSM
0.888847458	-0.172108809	0.041	0.043	1	Gm2614	other	Posterior PSM
0.888852176	0.186168343	0.057	0.055	1	Lysmd3	other	Posterior PSM
0.889369486	-0.049178241	0.065	0.062	1	Rpl35a-ps2	other	Posterior PSM
0.88938885	-0.31372661	0.159	0.156	1	Gm47024	other	Posterior PSM
0.889468917	-0.064784962	0.114	0.116	1	Apaf1	other	Posterior PSM
0.889505377	-0.106439237	0.224	0.213	1	Cacul1	other	Posterior PSM
0.889640473	-0.215891767	0.11	0.111	1	Rtel1	other	Posterior PSM
0.889767026	-0.168044417	0.086	0.088	1	Tsc1	other	Posterior PSM
0.889931737	0.295046438	0.02	0.019	1	Gm37639	other	Posterior PSM
0.889936663	-0.14520954	0.057	0.059	1	Smtnl2	other	Posterior PSM
0.889988962	0.135071186	0.114	0.111	1	Ccdc77	other	Posterior PSM
0.890152437	-0.241078945	0.204	0.194	1	Sntb2	other	Posterior PSM
0.890200987	0.088267771	0.069	0.066	1	Ikbkb	other	Posterior PSM
0.890244646	0.041904781	0.114	0.109	1	Taf1b	other	Posterior PSM
0.890309135	-0.093914512	0.478	0.448	1	Topors	other	Posterior PSM
0.890377457	-0.25347136	0.106	0.107	1	Atxn3	other	Posterior PSM
0.890379778	-0.23769808	0.131	0.13	1	Zfp410	other	Posterior PSM
0.890426724	-0.189909565	0.424	0.389	1	Ube4b	other	Posterior PSM
0.890451709	0.109735398	0.473	0.464	1	Akap8	other	Posterior PSM
0.890506766	-0.144108928	0.163	0.159	1	Spsb4	other	Posterior PSM
0.890530973	-0.313104937	0.078	0.078	1	Prkcd	other	Posterior PSM
0.890701026	-0.230530091	0.024	0.026	1	Serinc5	other	Posterior PSM
0.890816908	-0.015174771	0.4	0.384	1	Pdia4	other	Posterior PSM
0.891184981	-0.068956642	0.2	0.199	1	Dqx1	other	Posterior PSM
0.891196128	0.030824852	0.184	0.18	1	Decr1	other	Posterior PSM
0.891307593	0.386827314	0.02	0.019	1	Gm38414	other	Posterior PSM
0.891317015	-0.09401058	0.143	0.135	1	Crbn	other	Posterior PSM
0.891343534	0.014256103	0.057	0.055	1	Kctd13	other	Posterior PSM
0.891439866	-0.218698187	0.171	0.156	1	Aunip	other	Posterior PSM
0.891588492	-0.123091872	0.127	0.121	1	Tulp4	other	Posterior PSM
0.891647797	0.021767275	0.849	0.82	1	Tpm3	other	Posterior PSM
0.891691876	-0.156380947	0.041	0.043	1	Tom1l2	other	Posterior PSM
0.891829748	0.002392213	0.486	0.445	1	Bub1	other	Posterior PSM
0.89190796	-0.219143786	0.024	0.026	1	Gstm4	other	Posterior PSM
0.892206473	-0.011025899	0.322	0.318	1	Gnl1	other	Posterior PSM
0.892308894	0.002549569	0.18	0.18	1	Ptpn14	other	Posterior PSM
0.892447659	-0.036710214	0.282	0.261	1	Clk1	other	Posterior PSM
0.892533244	0.085503608	0.082	0.078	1	Pyroxd1	other	Posterior PSM
0.892557349	-0.109423878	0.053	0.05	1	Paox	other	Posterior PSM
0.892683775	0.300553533	0.02	0.019	1	Ppp1r12b	other	Posterior PSM
0.892683775	0.336558051	0.02	0.019	1	Gm6871	other	Posterior PSM
0.892724895	-0.027435571	0.739	0.711	1	Capzb	other	Posterior PSM
0.892826871	-0.079867443	0.196	0.194	1	Ska3	other	Posterior PSM
0.892997037	-0.036442566	0.286	0.284	1	Ngdn	other	Posterior PSM
0.893039964	0.074040763	0.322	0.315	1	Wasl	other	Posterior PSM
0.893151379	0.066634259	0.204	0.199	1	Zmym1	other	Posterior PSM
0.893687042	-0.484553541	0.037	0.038	1	Rgl1	other	Posterior PSM
0.893694575	-0.234929561	0.041	0.038	1	Fcsk	other	Posterior PSM
0.893834985	-0.251631224	0.155	0.152	1	Chmp7	other	Posterior PSM
0.893920057	0.032203589	0.433	0.417	1	Trim24	other	Posterior PSM
0.894071181	-0.207381042	0.106	0.107	1	Sestd1	other	Posterior PSM
0.894316544	-0.261308505	0.302	0.261	1	Klhdc3	other	Posterior PSM
0.894482563	-0.144641459	0.159	0.159	1	Nf2	other	Posterior PSM
0.894677588	-0.129204041	0.086	0.081	1	Ccdc85c	other	Posterior PSM
0.894834152	0.160846625	0.061	0.059	1	Ranbp17	other	Posterior PSM
0.894993247	0.025284755	0.045	0.047	1	Pick1	other	Posterior PSM
0.895048828	0.154082246	0.029	0.031	1	Nfia	other	Posterior PSM
0.895109148	-0.112430563	0.608	0.566	1	Bri3bp	other	Posterior PSM
0.895139442	-0.000553797	0.363	0.344	1	Pmpcb	other	Posterior PSM
0.895349894	0.048351584	0.045	0.043	1	Mob3b	other	Posterior PSM
0.8954084	-0.389002938	0.053	0.055	1	Fuz	other	Posterior PSM
0.895422505	-0.217006172	0.094	0.095	1	Atg14	other	Posterior PSM
0.895437106	0.212791628	0.02	0.019	1	Gm5953	other	Posterior PSM
0.895530255	-0.097420282	0.024	0.026	1	Gm6781	other	Posterior PSM
0.895685508	-0.05062992	0.551	0.528	1	Ckap5	other	Posterior PSM
0.895685828	-0.008835249	0.951	0.924	1	Prdx6	other	Posterior PSM
0.895690821	-0.392744739	0.037	0.038	1	Rtkn2	other	Posterior PSM
0.895727608	-0.150447276	0.069	0.071	1	2810408A11Rik	other	Posterior PSM
0.895767273	-0.020974452	0.445	0.419	1	Ptk7	other	Posterior PSM
0.896122225	-0.139135511	0.482	0.422	1	Oip5os1	other	Posterior PSM
0.896501628	-0.022866192	0.318	0.301	1	Ext1	other	Posterior PSM
0.896671567	-0.215853133	0.053	0.055	1	Sh3rf1	other	Posterior PSM
0.896707623	0.264014452	0.078	0.076	1	Atf6	other	Posterior PSM
0.896741181	-0.06906307	0.139	0.13	1	Gm10288	other	Posterior PSM
0.896814246	0.245240573	0.02	0.019	1	Rnf144b	other	Posterior PSM
0.896938174	0.039223634	0.6	0.597	1	Cdk1	other	Posterior PSM
0.897032391	-0.143315434	0.331	0.299	1	Aurkb	other	Posterior PSM
0.897216513	0.058292544	0.045	0.043	1	Wdr62	other	Posterior PSM
0.897320614	-0.017529152	0.531	0.481	1	Ipo7	other	Posterior PSM
0.897345539	-0.033239683	0.51	0.469	1	Trim27	other	Posterior PSM
0.897497599	-0.316552463	0.114	0.114	1	Foxn2	other	Posterior PSM
0.897946333	-0.122491655	0.024	0.026	1	Ap4b1	other	Posterior PSM
0.897982818	-0.114671959	0.212	0.199	1	Phc1	other	Posterior PSM
0.898109831	-0.04804405	0.163	0.156	1	Etnk1	other	Posterior PSM
0.898171918	-0.056310444	0.42	0.398	1	Calu	other	Posterior PSM
0.898191697	0.114213004	0.02	0.019	1	Inpp1	other	Posterior PSM
0.898191697	0.129368186	0.02	0.019	1	Rps15a-ps4	other	Posterior PSM
0.898191697	0.162912038	0.02	0.019	1	C78859	other	Posterior PSM
0.898255657	0.000151955	0.424	0.393	1	Cenpe	other	Posterior PSM
0.89833421	-0.114836144	0.041	0.043	1	Mrtfa	other	Posterior PSM
0.898749435	-0.177417841	0.094	0.088	1	Mink1	other	Posterior PSM
0.898793304	-0.075292276	0.249	0.235	1	Srprb	other	Posterior PSM
0.898898869	-0.196052642	0.151	0.147	1	Snapin	other	Posterior PSM
0.898920558	0.000464775	0.069	0.066	1	Pink1	other	Posterior PSM
0.899154728	0.085024578	0.024	0.026	1	Abcc10	other	Posterior PSM
0.899224418	-0.071971909	0.269	0.265	1	Ehmt2	other	Posterior PSM
0.899291761	-0.025195952	0.494	0.455	1	Clpp	other	Posterior PSM
0.899395915	-0.307968197	0.065	0.066	1	Aldoc	other	Posterior PSM
0.899471545	0.005747716	0.927	0.922	1	Hnrnpa3	other	Posterior PSM
0.899569455	0.182573509	0.02	0.019	1	Gm43017	other	Posterior PSM
0.899885698	-0.022258921	0.469	0.46	1	Cox7a2l	other	Posterior PSM
0.899943132	-0.070675996	0.188	0.19	1	Dach1	other	Posterior PSM
0.899973183	-0.184635123	0.098	0.092	1	Cep120	other	Posterior PSM
0.899994323	0.010207342	0.412	0.393	1	Kdm5a	other	Posterior PSM
0.900232456	-0.145687203	0.106	0.107	1	Zfp90	other	Posterior PSM
0.900363357	0.001428446	0.024	0.026	1	Gm13625	other	Posterior PSM
0.900363357	-0.002444421	0.024	0.026	1	Rab43	other	Posterior PSM
0.900418952	0.05580307	0.045	0.047	1	Gm37258	other	Posterior PSM
0.90048751	0.155610745	0.057	0.055	1	4930526A20Rik	other	Posterior PSM
0.900703153	-0.339529635	0.037	0.038	1	Cep85l	other	Posterior PSM
0.900703153	-0.399059116	0.037	0.038	1	Tmem98	other	Posterior PSM
0.900933923	0.024849513	0.343	0.341	1	Usf1	other	Posterior PSM
0.900947516	0.145211394	0.02	0.019	1	A930029G22Rik	other	Posterior PSM
0.900951447	-0.00380391	0.045	0.043	1	Decr2	other	Posterior PSM
0.901197279	0.014426783	0.069	0.066	1	Vps45	other	Posterior PSM
0.901330127	-0.218754655	0.159	0.147	1	Hps4	other	Posterior PSM
0.901421344	-0.023674452	0.576	0.514	1	Cltc	other	Posterior PSM
0.901572218	-0.080913864	0.024	0.026	1	Gm14167	other	Posterior PSM
0.901572218	0.098716049	0.024	0.026	1	Gm49307	other	Posterior PSM
0.9016761	-0.110719667	0.069	0.071	1	L2hgdh	other	Posterior PSM
0.901774975	-0.395092362	0.106	0.104	1	Rfesd	other	Posterior PSM
0.901827051	-0.111660268	0.269	0.256	1	Ap2m1	other	Posterior PSM
0.902133061	-0.058558931	0.041	0.043	1	Inpp5a	other	Posterior PSM
0.902325875	0.17160305	0.02	0.019	1	Arhgef39	other	Posterior PSM
0.902325875	0.14702893	0.02	0.019	1	Gm10643	other	Posterior PSM
0.902395331	-0.921956957	0.033	0.031	1	Gm10642	other	Posterior PSM
0.90251188	0.072342851	0.535	0.495	1	Wdr18	other	Posterior PSM
0.902629809	-0.120159254	0.543	0.495	1	Dicer1	other	Posterior PSM
0.902684223	-0.100479371	0.065	0.062	1	Zbtb2	other	Posterior PSM
0.902708129	-0.040286256	0.269	0.251	1	Pla2g12a	other	Posterior PSM
0.902819742	0.232312196	0.045	0.043	1	Tatdn3	other	Posterior PSM
0.902912288	0.057563504	0.057	0.059	1	Taf8	other	Posterior PSM
0.902942692	-0.306954019	0.053	0.05	1	Emx2	other	Posterior PSM
0.902992036	-0.000638505	0.563	0.538	1	Tpd52l2	other	Posterior PSM
0.903016283	-0.209041907	0.102	0.102	1	Hspg2	other	Posterior PSM
0.903083128	-0.087522699	0.041	0.043	1	Tctn2	other	Posterior PSM
0.903234681	-0.093865291	0.347	0.318	1	Ubqln1	other	Posterior PSM
0.90331961	-0.076535065	0.412	0.384	1	Aven	other	Posterior PSM
0.903327073	0.033646225	0.449	0.429	1	Kdelr1	other	Posterior PSM
0.903437446	0.049841541	0.188	0.185	1	Ephb4	other	Posterior PSM
0.903486618	-0.021838856	0.033	0.031	1	Gabrb3	other	Posterior PSM
0.903545085	-0.000578448	0.433	0.424	1	Sbno1	other	Posterior PSM
0.903688312	-0.032487293	0.2	0.187	1	Slc7a6	other	Posterior PSM
0.903704528	0.024573336	0.02	0.019	1	Rbm12b2	other	Posterior PSM
0.903754092	0.012728821	0.045	0.043	1	Zc4h2	other	Posterior PSM
0.90399062	-0.008808058	0.024	0.026	1	Tcte2	other	Posterior PSM
0.904265411	-0.096658328	0.102	0.097	1	Adck5	other	Posterior PSM
0.90431522	0.049959235	0.359	0.336	1	Arfrp1	other	Posterior PSM
0.904438118	-0.12616178	0.078	0.073	1	Zcchc4	other	Posterior PSM
0.904527143	-0.167208975	0.098	0.092	1	Rps6kb2	other	Posterior PSM
0.904674418	-0.095734524	0.478	0.436	1	Ldhb	other	Posterior PSM
0.904890299	-0.0320248	0.127	0.121	1	Gm8692	other	Posterior PSM
0.90500035	0.035624266	0.139	0.145	1	Dmxl1	other	Posterior PSM
0.905083472	-0.022270326	0.02	0.019	1	A930015D03Rik	other	Posterior PSM
0.905149724	-0.051016418	0.147	0.142	1	Rdm1	other	Posterior PSM
0.905294489	-0.098882644	0.151	0.142	1	Kdm6a	other	Posterior PSM
0.905326802	-0.054060804	0.118	0.121	1	Zfp574	other	Posterior PSM
0.905368994	-0.169091071	0.11	0.111	1	Wipf2	other	Posterior PSM
0.905668587	-0.073816595	0.449	0.408	1	Epc2	other	Posterior PSM
0.905669736	0.028271635	0.033	0.031	1	Mbnl3	other	Posterior PSM
0.905670773	-0.035907761	0.547	0.495	1	Tsc22d1	other	Posterior PSM
0.905754374	-0.033712357	0.208	0.204	1	Atxn7l3	other	Posterior PSM
0.905884719	-0.11937342	0.078	0.073	1	Mios	other	Posterior PSM
0.906022848	-0.006105716	0.473	0.464	1	Brd1	other	Posterior PSM
0.906258812	-0.020282358	0.714	0.666	1	Bccip	other	Posterior PSM
0.906364376	-0.16688987	0.053	0.055	1	Zfp12	other	Posterior PSM
0.906409914	0.069353217	0.024	0.026	1	Gnao1	other	Posterior PSM
0.906462703	-0.184429343	0.02	0.019	1	Pygb	other	Posterior PSM
0.906462703	-0.376135865	0.02	0.019	1	Stamos	other	Posterior PSM
0.906462703	-0.089539955	0.02	0.019	1	Tmem44	other	Posterior PSM
0.906462703	0.012305099	0.02	0.019	1	F8	other	Posterior PSM
0.906478609	-0.26361941	0.176	0.171	1	Uhrf1bp1l	other	Posterior PSM
0.906723164	-0.371692892	0.037	0.038	1	Dcaf6	other	Posterior PSM
0.906825184	-0.13838426	0.208	0.197	1	Mpst	other	Posterior PSM
0.906960519	-0.12618065	0.139	0.133	1	Nectin2	other	Posterior PSM
0.907158097	-0.138741839	0.31	0.299	1	Ntmt1	other	Posterior PSM
0.907403133	-0.131313197	0.4	0.377	1	Aen	other	Posterior PSM
0.90766827	-0.109153025	0.118	0.121	1	Ythdc2	other	Posterior PSM
0.90772703	-0.259033141	0.037	0.038	1	Dab1	other	Posterior PSM
0.907758797	-0.087887542	0.327	0.315	1	Nadk	other	Posterior PSM
0.907785663	-0.149922809	0.122	0.123	1	Mpped2	other	Posterior PSM
0.907842215	-0.036355206	0.02	0.019	1	Inpp5k	other	Posterior PSM
0.907842215	-0.079166531	0.02	0.019	1	Gm20703	other	Posterior PSM
0.907842215	-0.226603705	0.02	0.019	1	D330041H03Rik	other	Posterior PSM
0.907853568	0.069471571	0.033	0.031	1	Col26a1	other	Posterior PSM
0.907987744	-0.029658649	0.596	0.555	1	Eif1ad	other	Posterior PSM
0.908054252	0.071635979	0.22	0.223	1	Coil	other	Posterior PSM
0.908141712	-0.260011707	0.053	0.05	1	Bag3	other	Posterior PSM
0.908174946	-0.179956453	0.065	0.062	1	Bach2	other	Posterior PSM
0.908381789	-0.097379041	0.514	0.488	1	Csnk1d	other	Posterior PSM
0.90838488	-0.080436573	0.163	0.154	1	Rhoq	other	Posterior PSM
0.908508422	-0.267200665	0.151	0.147	1	Gm41077	other	Posterior PSM
0.908745538	-0.062497481	0.094	0.09	1	Baiap2l1	other	Posterior PSM
0.908761384	-0.140436845	0.473	0.448	1	Casp8ap2	other	Posterior PSM
0.909066259	-0.329981748	0.11	0.109	1	Pcna-ps2	other	Posterior PSM
0.909098368	-0.173559381	0.131	0.128	1	Ip6k1	other	Posterior PSM
0.909214293	0.132915151	0.143	0.14	1	Itch	other	Posterior PSM
0.909222006	-0.151156147	0.02	0.019	1	Klhl3	other	Posterior PSM
0.909222006	-0.26853071	0.02	0.019	1	Sting1	other	Posterior PSM
0.909278367	-0.06508841	0.188	0.185	1	Fam149b	other	Posterior PSM
0.909362946	-0.084892978	0.045	0.043	1	Eya1	other	Posterior PSM
0.909598948	-0.075313594	0.347	0.336	1	Phactr4	other	Posterior PSM
0.909779329	-0.026570324	0.127	0.128	1	Gon4l	other	Posterior PSM
0.90989261	-0.066760499	0.147	0.14	1	Tubgcp5	other	Posterior PSM
0.910038096	0.001881891	0.033	0.031	1	Fbxl22	other	Posterior PSM
0.910040476	0.127557836	0.024	0.026	1	Lin52	other	Posterior PSM
0.910296956	-0.059784125	0.188	0.187	1	Amz2	other	Posterior PSM
0.91060207	-0.236360222	0.02	0.019	1	Prdm11	other	Posterior PSM
0.91060207	-0.302398223	0.02	0.019	1	Gm42748	other	Posterior PSM
0.910623256	-0.021208411	0.408	0.386	1	Rrp8	other	Posterior PSM
0.910787225	-0.190320353	0.127	0.118	1	Hmgcl	other	Posterior PSM
0.910980955	-0.016040779	0.086	0.083	1	Gm10157	other	Posterior PSM
0.911045814	-0.257272021	0.171	0.166	1	Bfar	other	Posterior PSM
0.911071933	-0.009822503	0.294	0.277	1	Zfand3	other	Posterior PSM
0.911113615	-0.600281625	0.02	0.021	1	Gm42895	other	Posterior PSM
0.911130616	-0.060840216	0.033	0.031	1	Pex11g	other	Posterior PSM
0.911130616	0.215984496	0.033	0.031	1	8430406P12Rik	other	Posterior PSM
0.911233583	-0.027925068	0.045	0.043	1	2610021A01Rik	other	Posterior PSM
0.911278041	-0.072809566	0.384	0.358	1	Cmpk1	other	Posterior PSM
0.911282254	-0.05395841	0.122	0.116	1	Pcyt2	other	Posterior PSM
0.911680522	-0.180392439	0.371	0.336	1	Ccdc127	other	Posterior PSM
0.911743952	-0.344409093	0.037	0.038	1	Uaca	other	Posterior PSM
0.911743952	-0.331204206	0.037	0.038	1	Fhod3	other	Posterior PSM
0.911818216	-0.15725218	0.327	0.313	1	Ganab	other	Posterior PSM
0.911823792	-0.206531229	0.102	0.102	1	Casp2	other	Posterior PSM
0.911982404	-0.222814957	0.02	0.019	1	Rad9b	other	Posterior PSM
0.911982404	-0.493848055	0.02	0.019	1	Armh4	other	Posterior PSM
0.912189946	0.135461715	0.102	0.1	1	Gm49797	other	Posterior PSM
0.912275249	-0.127944718	0.192	0.187	1	Zfp322a	other	Posterior PSM
0.912444833	-0.607181627	0.02	0.021	1	Mob3c	other	Posterior PSM
0.912748539	-0.238170367	0.037	0.038	1	Setdb2	other	Posterior PSM
0.913022085	-0.06610921	0.437	0.415	1	Timm9	other	Posterior PSM
0.913082918	-0.258651608	0.102	0.102	1	Ccdc71	other	Posterior PSM
0.913156101	-0.027236346	0.396	0.382	1	Utp14a	other	Posterior PSM
0.913249856	-0.456188546	0.082	0.076	1	Mief1	other	Posterior PSM
0.913294252	0.053499799	0.355	0.355	1	Atxn2	other	Posterior PSM
0.913316159	-0.180468209	0.033	0.031	1	Upp1	other	Posterior PSM
0.913363004	-0.23720837	0.02	0.019	1	Madd	other	Posterior PSM
0.913363004	-0.193830034	0.02	0.019	1	Clec2l	other	Posterior PSM
0.913788624	-0.262927233	0.249	0.235	1	Pycr1	other	Posterior PSM
0.913862602	-0.093056254	0.18	0.173	1	Osbpl9	other	Posterior PSM
0.914027403	-0.108031264	0.106	0.1	1	Vcpip1	other	Posterior PSM
0.914259506	-0.227451447	0.118	0.111	1	Ccnq	other	Posterior PSM
0.914646988	-0.237379934	0.11	0.107	1	Mesp2	other	Posterior PSM
0.914692439	-0.058906771	0.318	0.308	1	1810026B05Rik	other	Posterior PSM
0.914743865	-0.374198382	0.02	0.019	1	Ehd2	other	Posterior PSM
0.914793931	-0.231490171	0.237	0.227	1	Nol9	other	Posterior PSM
0.914804303	-0.126723414	0.053	0.055	1	Shisa2	other	Posterior PSM
0.914884137	0.206738089	0.024	0.026	1	Gm42728	other	Posterior PSM
0.914996568	-0.095992259	0.151	0.142	1	Trim41	other	Posterior PSM
0.916019941	-0.071380809	0.22	0.22	1	Ctnnal1	other	Posterior PSM
0.916251395	-0.183281885	0.094	0.095	1	Snapc2	other	Posterior PSM
0.916395303	-0.109091839	0.069	0.066	1	Lime1	other	Posterior PSM
0.916439947	-0.386375258	0.02	0.021	1	Gm6598	other	Posterior PSM
0.916439947	-0.434984825	0.02	0.021	1	Dusp14	other	Posterior PSM
0.916493473	-0.180994266	0.053	0.055	1	Mipol1	other	Posterior PSM
0.916515832	-0.077099089	0.473	0.448	1	Vegfb	other	Posterior PSM
0.916606766	-0.04127326	0.567	0.54	1	Snrnp200	other	Posterior PSM
0.916893889	-0.00975939	0.135	0.128	1	Ddx51	other	Posterior PSM
0.917022863	-0.012281422	0.102	0.097	1	Snhg11	other	Posterior PSM
0.917676066	-0.003552524	0.702	0.694	1	Gm28438	other	Posterior PSM
0.917683317	-0.325900501	0.053	0.05	1	Tceal1	other	Posterior PSM
0.917833778	-0.346154571	0.049	0.05	1	Dffb	other	Posterior PSM
0.918110347	0.043662712	0.061	0.059	1	AV099323	other	Posterior PSM
0.918143911	0.064605896	0.208	0.213	1	Dhrs1	other	Posterior PSM
0.918180567	-0.191935925	0.269	0.251	1	Srfbp1	other	Posterior PSM
0.918192955	-0.254260517	0.078	0.073	1	Hgh1	other	Posterior PSM
0.918229743	-0.444824866	0.082	0.076	1	Spopl	other	Posterior PSM
0.918371747	0.010937671	0.478	0.441	1	Taf15	other	Posterior PSM
0.918495094	-0.193185942	0.127	0.126	1	Rpl7-ps9	other	Posterior PSM
0.918778934	-0.237265375	0.037	0.038	1	Ccdc181	other	Posterior PSM
0.918875672	0.004871901	0.163	0.156	1	Capn7	other	Posterior PSM
0.918941421	-0.198144483	0.078	0.078	1	Acadvl	other	Posterior PSM
0.919185409	-0.175102286	0.098	0.092	1	B4galnt4	other	Posterior PSM
0.919259756	-0.187909997	0.082	0.083	1	Mrnip	other	Posterior PSM
0.919281675	-0.247477437	0.037	0.038	1	Per3	other	Posterior PSM
0.919642331	-0.171920417	0.078	0.073	1	Nsmf	other	Posterior PSM
0.919678508	-0.123659677	0.159	0.149	1	Zfp521	other	Posterior PSM
0.919687203	-0.093281748	0.147	0.14	1	Ankra2	other	Posterior PSM
0.919755951	-0.011854089	0.176	0.168	1	Smo	other	Posterior PSM
0.92011547	-0.06820766	0.114	0.116	1	Haus4	other	Posterior PSM
0.920264013	-0.010733786	0.086	0.083	1	Atp5g2	other	Posterior PSM
0.920269842	-0.361367191	0.02	0.019	1	Gm37906	other	Posterior PSM
0.920446063	-0.008368005	0.914	0.903	1	Arpc2	other	Posterior PSM
0.920780742	-0.2467393	0.139	0.13	1	Atp11c	other	Posterior PSM
0.920881445	-0.001390739	0.58	0.573	1	Ndufv1	other	Posterior PSM
0.921004371	-0.233455973	0.204	0.197	1	Kxd1	other	Posterior PSM
0.921004711	0.255721626	0.147	0.147	1	Yipf1	other	Posterior PSM
0.921202436	-0.451658949	0.061	0.057	1	Gm14494	other	Posterior PSM
0.921210628	-0.06238663	0.208	0.204	1	Klhl24	other	Posterior PSM
0.921241927	-0.018734692	0.318	0.299	1	Glmn	other	Posterior PSM
0.921430715	-0.087389269	0.143	0.137	1	Fam171a1	other	Posterior PSM
0.921546352	0.057120186	0.322	0.318	1	Tro	other	Posterior PSM
0.921565155	-0.1128226	0.163	0.161	1	Crkl	other	Posterior PSM
0.921651949	-0.800743304	0.02	0.019	1	Cd59a	other	Posterior PSM
0.921651949	-0.675657631	0.02	0.019	1	Slc43a2	other	Posterior PSM
0.921759214	-0.014624023	0.298	0.287	1	Smco4	other	Posterior PSM
0.921770034	-0.287687661	0.02	0.021	1	Cadm4	other	Posterior PSM
0.921770034	-0.394115318	0.02	0.021	1	Trim3	other	Posterior PSM
0.921770034	-0.264092771	0.02	0.021	1	Dok2	other	Posterior PSM
0.921770034	-0.398247536	0.02	0.021	1	Tmem181a	other	Posterior PSM
0.921774408	-0.161247239	0.261	0.249	1	Zc3h7b	other	Posterior PSM
0.921795907	-0.178565431	0.037	0.038	1	D830050J10Rik	other	Posterior PSM
0.921816894	0.02712146	0.073	0.076	1	Zfp217	other	Posterior PSM
0.922009925	-0.047710475	0.861	0.773	1	Anapc13	other	Posterior PSM
0.922176094	-0.186604271	0.192	0.178	1	Zfp637	other	Posterior PSM
0.922428394	0.064877463	0.322	0.315	1	Tmeff1	other	Posterior PSM
0.922435742	0.133265396	0.049	0.047	1	AI987944	other	Posterior PSM
0.922446717	-0.140419164	0.094	0.095	1	Map3k12	other	Posterior PSM
0.922467376	-0.010493005	0.045	0.043	1	Mttp	other	Posterior PSM
0.922602744	0.020240064	0.388	0.382	1	Fmr1	other	Posterior PSM
0.922821273	-0.090203233	0.082	0.078	1	Gcdh	other	Posterior PSM
0.922831302	-0.139099385	0.139	0.133	1	Ccdc8	other	Posterior PSM
0.923081264	0.024429737	0.771	0.751	1	Atxn10	other	Posterior PSM
0.923103114	-0.43663728	0.02	0.021	1	Mgp	other	Posterior PSM
0.923103114	-0.351169027	0.02	0.021	1	Rps18-ps4	other	Posterior PSM
0.923253847	-0.011004844	0.053	0.055	1	Slc25a37	other	Posterior PSM
0.923326377	0.255419113	0.037	0.036	1	Gm42611	other	Posterior PSM
0.924253379	-0.398155424	0.033	0.031	1	D1Ertd622e	other	Posterior PSM
0.924341241	-0.150010131	0.045	0.043	1	Ccdc130	other	Posterior PSM
0.924341241	-0.202957949	0.045	0.043	1	Arsk	other	Posterior PSM
0.924352443	0.352847238	0.037	0.036	1	Mfap2	other	Posterior PSM
0.924416868	-0.653091468	0.02	0.019	1	Jcad	other	Posterior PSM
0.92443641	-0.213495003	0.02	0.021	1	Pramef8	other	Posterior PSM
0.92443641	-0.240751944	0.02	0.021	1	Dok1	other	Posterior PSM
0.924521202	-0.219425387	0.163	0.152	1	Myo9a	other	Posterior PSM
0.924615526	-0.347932435	0.061	0.062	1	Lamtor3	other	Posterior PSM
0.924621095	-0.119377915	0.094	0.09	1	Klhl22	other	Posterior PSM
0.924728847	-0.022824972	0.143	0.137	1	Zfand1	other	Posterior PSM
0.924970231	0.265660983	0.041	0.043	1	Usp13	other	Posterior PSM
0.925442456	0.044688124	0.073	0.076	1	Alkbh4	other	Posterior PSM
0.925505224	-0.055105236	0.604	0.597	1	Tpt1-ps3	other	Posterior PSM
0.925552933	-0.047912457	0.273	0.263	1	Tgif1	other	Posterior PSM
0.925560489	-0.2246359	0.18	0.166	1	Gm15421	other	Posterior PSM
0.925590305	-0.060386031	0.216	0.206	1	Trio	other	Posterior PSM
0.925685663	-0.220805434	0.102	0.102	1	Arhgap19	other	Posterior PSM
0.925769919	-0.195119011	0.02	0.021	1	Gm20628	other	Posterior PSM
0.925769919	-0.214549763	0.02	0.021	1	Chpf2	other	Posterior PSM
0.925769919	-0.131819629	0.02	0.021	1	Gm8566	other	Posterior PSM
0.926390634	0.089313372	0.249	0.244	1	Fam3c	other	Posterior PSM
0.926638602	-0.340449701	0.106	0.104	1	Lztr1	other	Posterior PSM
0.926718328	-0.290713812	0.241	0.223	1	Mogs	other	Posterior PSM
0.926837089	0.095195716	0.078	0.076	1	Sil1	other	Posterior PSM
